Song ID,Song Name,Artist,Length,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,wav Path,Lyrics,Emotion
2JuasWPUodaUxf5nwNpciQ,Nutshell,Alice In Chains,259200,0.384,0.561,3,-10.059,0,0.0296,0.373,0.253,0.0775,0.159,136.136,3,./wav_clips/Nutshell_0.wav,"Paroles de la chanson Nutshell par Alice In Chains
We chase misprinted lies
We face the path of time
And yet I fight, and yet I fight this battle all alone
No one to cry to, no place to call home

Oooh... Oooh...
Oooh... Oooh...

My gift of self is raped
My privacy is raked
And yet I find, and yet I find repeating in my head
If I can't be my own, I'd feel better dead

Oooh... Oooh...

Oooh... Oooh...",sad
2JuasWPUodaUxf5nwNpciQ,Nutshell,Alice In Chains,259200,0.384,0.561,3,-10.059,0,0.0296,0.373,0.253,0.0775,0.159,136.136,3,./wav_clips/Nutshell_1.wav,"Paroles de la chanson Nutshell par Alice In Chains
We chase misprinted lies
We face the path of time
And yet I fight, and yet I fight this battle all alone
No one to cry to, no place to call home

Oooh... Oooh...
Oooh... Oooh...

My gift of self is raped
My privacy is raked
And yet I find, and yet I find repeating in my head
If I can't be my own, I'd feel better dead

Oooh... Oooh...

Oooh... Oooh...",sad
2JuasWPUodaUxf5nwNpciQ,Nutshell,Alice In Chains,259200,0.384,0.561,3,-10.059,0,0.0296,0.373,0.253,0.0775,0.159,136.136,3,./wav_clips/Nutshell_2.wav,"Paroles de la chanson Nutshell par Alice In Chains
We chase misprinted lies
We face the path of time
And yet I fight, and yet I fight this battle all alone
No one to cry to, no place to call home

Oooh... Oooh...
Oooh... Oooh...

My gift of self is raped
My privacy is raked
And yet I find, and yet I find repeating in my head
If I can't be my own, I'd feel better dead

Oooh... Oooh...

Oooh... Oooh...",sad
27tX58NOpv1YKQ0abW7EPy,Hurt,Nine Inch Nails,374440,0.566,0.124,11,-18.166,0,0.0431,0.709,0.0104,0.132,0.11,79.924,4,./wav_clips/Hurt_0.wav,"Paroles de la chanson Hurt par Nine Inch Nails
I hurt myself today
To see if I still feel
I focus on the pain
The only thing that's real
The needle tears a hole
The old familiar sting
Try to kill it all away
But I remember everything

What have I become?
My sweetest friend
Everyone I know
Goes away in the end
You could have it all
My empire of dirt
I will let you down

I will make you hurt

I wear this crown of shit
Upon my liar's chair
Full of broken thoughts
I cannot repair
Beneath the stains of time
The feelings disappear
You are someone else
I am still right here
What have I become?
My sweetest friend
Everyone I know
Goes away in the end
And you could have it all
My empire of dirt
I will let you down
I will make you hurt


If I could start again
A million miles away
I would keep myself
I would find a way",sad
27tX58NOpv1YKQ0abW7EPy,Hurt,Nine Inch Nails,374440,0.566,0.124,11,-18.166,0,0.0431,0.709,0.0104,0.132,0.11,79.924,4,./wav_clips/Hurt_1.wav,"Paroles de la chanson Hurt par Nine Inch Nails
I hurt myself today
To see if I still feel
I focus on the pain
The only thing that's real
The needle tears a hole
The old familiar sting
Try to kill it all away
But I remember everything

What have I become?
My sweetest friend
Everyone I know
Goes away in the end
You could have it all
My empire of dirt
I will let you down

I will make you hurt

I wear this crown of shit
Upon my liar's chair
Full of broken thoughts
I cannot repair
Beneath the stains of time
The feelings disappear
You are someone else
I am still right here
What have I become?
My sweetest friend
Everyone I know
Goes away in the end
And you could have it all
My empire of dirt
I will let you down
I will make you hurt


If I could start again
A million miles away
I would keep myself
I would find a way",sad
27tX58NOpv1YKQ0abW7EPy,Hurt,Nine Inch Nails,374440,0.566,0.124,11,-18.166,0,0.0431,0.709,0.0104,0.132,0.11,79.924,4,./wav_clips/Hurt_2.wav,"Paroles de la chanson Hurt par Nine Inch Nails
I hurt myself today
To see if I still feel
I focus on the pain
The only thing that's real
The needle tears a hole
The old familiar sting
Try to kill it all away
But I remember everything

What have I become?
My sweetest friend
Everyone I know
Goes away in the end
You could have it all
My empire of dirt
I will let you down

I will make you hurt

I wear this crown of shit
Upon my liar's chair
Full of broken thoughts
I cannot repair
Beneath the stains of time
The feelings disappear
You are someone else
I am still right here
What have I become?
My sweetest friend
Everyone I know
Goes away in the end
And you could have it all
My empire of dirt
I will let you down
I will make you hurt


If I could start again
A million miles away
I would keep myself
I would find a way",sad
5RzH8ZRHQgkgdZgyQqwIRg,Turning Page,Sydney Rose,218451,0.393,0.018,2,-20.968,1,0.0421,0.964,0.0004,0.108,0.115,105.115,4,./wav_clips/Turning_Page_0.wav,Lyrics not found,sad
5RzH8ZRHQgkgdZgyQqwIRg,Turning Page,Sydney Rose,218451,0.393,0.018,2,-20.968,1,0.0421,0.964,0.0004,0.108,0.115,105.115,4,./wav_clips/Turning_Page_1.wav,Lyrics not found,sad
5RzH8ZRHQgkgdZgyQqwIRg,Turning Page,Sydney Rose,218451,0.393,0.018,2,-20.968,1,0.0421,0.964,0.0004,0.108,0.115,105.115,4,./wav_clips/Turning_Page_2.wav,Lyrics not found,sad
4wNsjIKY3tso02uMKxhqbb,Killing Time,Erin LeCount,216058,0.564,0.497,8,-10.619,0,0.169,0.584,4.23e-05,0.102,0.195,80.12,4,./wav_clips/Killing_Time_0.wav,Lyrics not found,sad
4wNsjIKY3tso02uMKxhqbb,Killing Time,Erin LeCount,216058,0.564,0.497,8,-10.619,0,0.169,0.584,4.23e-05,0.102,0.195,80.12,4,./wav_clips/Killing_Time_1.wav,Lyrics not found,sad
4wNsjIKY3tso02uMKxhqbb,Killing Time,Erin LeCount,216058,0.564,0.497,8,-10.619,0,0.169,0.584,4.23e-05,0.102,0.195,80.12,4,./wav_clips/Killing_Time_2.wav,Lyrics not found,sad
7kt9e9LFSpN1zQtYEl19o1,this is me trying,Taylor Swift,195097,0.515,0.476,9,-9.843,1,0.0328,0.314,4.74e-05,0.171,0.412,135.886,4,./wav_clips/this_is_me_trying_0.wav,"Paroles de la chanson This is me trying par Taylor Swift
I've been having a hard time adjusting
I had the shiniest wheels, now they're rusting
I didn't know if you'd care if I came back
I have a lot of regrets about that
Pulled the car off the road to the lookout
Could've followed my fears all the way down
And maybe I don't quite know what to say
But I'm here in your doorway

I just wanted you to know that this is me trying
I just wanted you to know that this is me trying

They told me all of my cages were mental
So I got wasted like all my potential
And my words shoot to kill when I'm mad
I have a lot of regrets about that

I was so ahead of the curve, the curve became a sphere
Fell behind all my classmates and I ended up here
Pouring out my heart to a stranger
But I didn't pour the whiskey

I just wanted you to know that this is me trying
I just wanted you to know that this is me trying

At least I'm trying

And it's hard to be at a party when I feel like an open wound
It's hard to be anywhere these days when all I want is you
You're a flashback in a film reel on the one screen in my town


And I just wanted you to know that this is me trying
(And maybe I don't quite know what to say)
I just wanted you to know that this is me trying

At least I'm trying",sad
7kt9e9LFSpN1zQtYEl19o1,this is me trying,Taylor Swift,195097,0.515,0.476,9,-9.843,1,0.0328,0.314,4.74e-05,0.171,0.412,135.886,4,./wav_clips/this_is_me_trying_1.wav,"Paroles de la chanson This is me trying par Taylor Swift
I've been having a hard time adjusting
I had the shiniest wheels, now they're rusting
I didn't know if you'd care if I came back
I have a lot of regrets about that
Pulled the car off the road to the lookout
Could've followed my fears all the way down
And maybe I don't quite know what to say
But I'm here in your doorway

I just wanted you to know that this is me trying
I just wanted you to know that this is me trying

They told me all of my cages were mental
So I got wasted like all my potential
And my words shoot to kill when I'm mad
I have a lot of regrets about that

I was so ahead of the curve, the curve became a sphere
Fell behind all my classmates and I ended up here
Pouring out my heart to a stranger
But I didn't pour the whiskey

I just wanted you to know that this is me trying
I just wanted you to know that this is me trying

At least I'm trying

And it's hard to be at a party when I feel like an open wound
It's hard to be anywhere these days when all I want is you
You're a flashback in a film reel on the one screen in my town


And I just wanted you to know that this is me trying
(And maybe I don't quite know what to say)
I just wanted you to know that this is me trying

At least I'm trying",sad
7kt9e9LFSpN1zQtYEl19o1,this is me trying,Taylor Swift,195097,0.515,0.476,9,-9.843,1,0.0328,0.314,4.74e-05,0.171,0.412,135.886,4,./wav_clips/this_is_me_trying_2.wav,"Paroles de la chanson This is me trying par Taylor Swift
I've been having a hard time adjusting
I had the shiniest wheels, now they're rusting
I didn't know if you'd care if I came back
I have a lot of regrets about that
Pulled the car off the road to the lookout
Could've followed my fears all the way down
And maybe I don't quite know what to say
But I'm here in your doorway

I just wanted you to know that this is me trying
I just wanted you to know that this is me trying

They told me all of my cages were mental
So I got wasted like all my potential
And my words shoot to kill when I'm mad
I have a lot of regrets about that

I was so ahead of the curve, the curve became a sphere
Fell behind all my classmates and I ended up here
Pouring out my heart to a stranger
But I didn't pour the whiskey

I just wanted you to know that this is me trying
I just wanted you to know that this is me trying

At least I'm trying

And it's hard to be at a party when I feel like an open wound
It's hard to be anywhere these days when all I want is you
You're a flashback in a film reel on the one screen in my town


And I just wanted you to know that this is me trying
(And maybe I don't quite know what to say)
I just wanted you to know that this is me trying

At least I'm trying",sad
5AZVHaXrPhAXzLzdWEYoWy,Paper Thin Hotel,Matt Maltese,266533,0.483,0.0512,0,-12.675,1,0.038,0.963,2.3e-05,0.0956,0.0398,123.956,4,./wav_clips/Paper_Thin_Hotel_0.wav,Lyrics not found,sad
5AZVHaXrPhAXzLzdWEYoWy,Paper Thin Hotel,Matt Maltese,266533,0.483,0.0512,0,-12.675,1,0.038,0.963,2.3e-05,0.0956,0.0398,123.956,4,./wav_clips/Paper_Thin_Hotel_1.wav,Lyrics not found,sad
5AZVHaXrPhAXzLzdWEYoWy,Paper Thin Hotel,Matt Maltese,266533,0.483,0.0512,0,-12.675,1,0.038,0.963,2.3e-05,0.0956,0.0398,123.956,4,./wav_clips/Paper_Thin_Hotel_2.wav,Lyrics not found,sad
5LxdOkc6kmpxFk2bvJZqaI,post traumatic all-night-long,salvia palth,162690,0.352,0.619,7,-7.995,0,0.0341,0.69,0.826,0.111,0.0787,126.022,4,./wav_clips/post_traumatic_all-night-long_0.wav,Lyrics not found,sad
5LxdOkc6kmpxFk2bvJZqaI,post traumatic all-night-long,salvia palth,162690,0.352,0.619,7,-7.995,0,0.0341,0.69,0.826,0.111,0.0787,126.022,4,./wav_clips/post_traumatic_all-night-long_1.wav,Lyrics not found,sad
5LxdOkc6kmpxFk2bvJZqaI,post traumatic all-night-long,salvia palth,162690,0.352,0.619,7,-7.995,0,0.0341,0.69,0.826,0.111,0.0787,126.022,4,./wav_clips/post_traumatic_all-night-long_2.wav,Lyrics not found,sad
4m0q0xQ2BNl9SCAGKyfiGZ,Somebody Else,The 1975,347525,0.618,0.793,0,-5.711,1,0.0601,0.204,0.0154,0.126,0.459,101.015,4,./wav_clips/Somebody_Else_0.wav,"Paroles de la chanson Somebody Else par The 1975
So I heard you found somebody else
And at first, I thought it was a lie
I took all my things that make sounds
The rest I can do without

I don't want your body
But I hate to think about you with somebody else
Our love has gone cold
You're intertwining your soul with somebody else
I'm looking through you
While you're looking through your phone
And then leaving with somebody else
No, I don't want your body
But I'm picturing your body with somebody else (Else, else...)


I don't want your body, I don't want your body
I don't want your body, I don't want your body
I don't want your body, I don't want your body
I don't want your body, I don't want your body

And c'mon baby (I know)
This ain't the last time that I'll see your face
And c'mon baby (I know)
You said you'd find someone to take my place (Place, place)

I just don't believe that you have got it in you
'Cause we are just gonna keep “Doin' it” and every time
I start to believe in anything you're saying
I'm reminded that I should be gettin' over it

I don't want your body

But I hate to think about you with somebody else
Our love has gone cold
You're intertwining your soul with somebody else
I'm looking through you
While you're looking through your phone
And then leaving with somebody else
No, I don't want your body
But I'm picturing your body with somebody else (Else, else...)

I don't want your body, I don't want your body
I don't want your body, I don't want your body
I don't want your body, I don't want your body
I don't want your body, I don't want your body

Get someone you love?
Get someone you need?
Fuck that, get money

I can't give you my soul, 'cause we're never alone
Get someone you love?
Get someone you need?
Fuck that, get money
I can't give you my soul, 'cause we're never alone
Get someone you love?
Get someone you need?
Fuck that, get money
I can't give you my soul, 'cause we're never alone
Get someone you love?
Get someone you need?
Fuck that, get money
I can't give you my soul, 'cause we're never alone


I don't want your body (I don't want your body)
But I hate to think about you with somebody else
(I don't want your body)
Our love has gone cold
You're intertwining your soul with somebody else
(I don't want your body)
I'm looking through you
While you're looking through your phone
And then leaving with somebody else
(I don't want your body)
No, I don't want your body (I don't want your body)
But I'm picturing your body with somebody else
(I don't want your body)",sad
4m0q0xQ2BNl9SCAGKyfiGZ,Somebody Else,The 1975,347525,0.618,0.793,0,-5.711,1,0.0601,0.204,0.0154,0.126,0.459,101.015,4,./wav_clips/Somebody_Else_1.wav,"Paroles de la chanson Somebody Else par The 1975
So I heard you found somebody else
And at first, I thought it was a lie
I took all my things that make sounds
The rest I can do without

I don't want your body
But I hate to think about you with somebody else
Our love has gone cold
You're intertwining your soul with somebody else
I'm looking through you
While you're looking through your phone
And then leaving with somebody else
No, I don't want your body
But I'm picturing your body with somebody else (Else, else...)


I don't want your body, I don't want your body
I don't want your body, I don't want your body
I don't want your body, I don't want your body
I don't want your body, I don't want your body

And c'mon baby (I know)
This ain't the last time that I'll see your face
And c'mon baby (I know)
You said you'd find someone to take my place (Place, place)

I just don't believe that you have got it in you
'Cause we are just gonna keep “Doin' it” and every time
I start to believe in anything you're saying
I'm reminded that I should be gettin' over it

I don't want your body

But I hate to think about you with somebody else
Our love has gone cold
You're intertwining your soul with somebody else
I'm looking through you
While you're looking through your phone
And then leaving with somebody else
No, I don't want your body
But I'm picturing your body with somebody else (Else, else...)

I don't want your body, I don't want your body
I don't want your body, I don't want your body
I don't want your body, I don't want your body
I don't want your body, I don't want your body

Get someone you love?
Get someone you need?
Fuck that, get money

I can't give you my soul, 'cause we're never alone
Get someone you love?
Get someone you need?
Fuck that, get money
I can't give you my soul, 'cause we're never alone
Get someone you love?
Get someone you need?
Fuck that, get money
I can't give you my soul, 'cause we're never alone
Get someone you love?
Get someone you need?
Fuck that, get money
I can't give you my soul, 'cause we're never alone


I don't want your body (I don't want your body)
But I hate to think about you with somebody else
(I don't want your body)
Our love has gone cold
You're intertwining your soul with somebody else
(I don't want your body)
I'm looking through you
While you're looking through your phone
And then leaving with somebody else
(I don't want your body)
No, I don't want your body (I don't want your body)
But I'm picturing your body with somebody else
(I don't want your body)",sad
4m0q0xQ2BNl9SCAGKyfiGZ,Somebody Else,The 1975,347525,0.618,0.793,0,-5.711,1,0.0601,0.204,0.0154,0.126,0.459,101.015,4,./wav_clips/Somebody_Else_2.wav,"Paroles de la chanson Somebody Else par The 1975
So I heard you found somebody else
And at first, I thought it was a lie
I took all my things that make sounds
The rest I can do without

I don't want your body
But I hate to think about you with somebody else
Our love has gone cold
You're intertwining your soul with somebody else
I'm looking through you
While you're looking through your phone
And then leaving with somebody else
No, I don't want your body
But I'm picturing your body with somebody else (Else, else...)


I don't want your body, I don't want your body
I don't want your body, I don't want your body
I don't want your body, I don't want your body
I don't want your body, I don't want your body

And c'mon baby (I know)
This ain't the last time that I'll see your face
And c'mon baby (I know)
You said you'd find someone to take my place (Place, place)

I just don't believe that you have got it in you
'Cause we are just gonna keep “Doin' it” and every time
I start to believe in anything you're saying
I'm reminded that I should be gettin' over it

I don't want your body

But I hate to think about you with somebody else
Our love has gone cold
You're intertwining your soul with somebody else
I'm looking through you
While you're looking through your phone
And then leaving with somebody else
No, I don't want your body
But I'm picturing your body with somebody else (Else, else...)

I don't want your body, I don't want your body
I don't want your body, I don't want your body
I don't want your body, I don't want your body
I don't want your body, I don't want your body

Get someone you love?
Get someone you need?
Fuck that, get money

I can't give you my soul, 'cause we're never alone
Get someone you love?
Get someone you need?
Fuck that, get money
I can't give you my soul, 'cause we're never alone
Get someone you love?
Get someone you need?
Fuck that, get money
I can't give you my soul, 'cause we're never alone
Get someone you love?
Get someone you need?
Fuck that, get money
I can't give you my soul, 'cause we're never alone


I don't want your body (I don't want your body)
But I hate to think about you with somebody else
(I don't want your body)
Our love has gone cold
You're intertwining your soul with somebody else
(I don't want your body)
I'm looking through you
While you're looking through your phone
And then leaving with somebody else
(I don't want your body)
No, I don't want your body (I don't want your body)
But I'm picturing your body with somebody else
(I don't want your body)",sad
1bSpwPhAxZwlR2enJJsv7U,No Surprises,Radiohead,229120,0.255,0.393,5,-10.654,1,0.0278,0.0577,0.00361,0.113,0.118,76.426,4,./wav_clips/No_Surprises_0.wav,"Paroles de la chanson No Surprises par Radiohead
A heart that's full up like a landfill
A job that slowly kills you
Bruises that won't heal

You look so tired and unhappy
Bring down the government
They don't, they don't speak for us
I'll take a quiet life
A handshake of carbon monoxide

No alarms and no surprises
No alarms and no surprises
No alarms and no surprises
Silent, silent

This is my final fit, my final bellyache with


No alarms and no surprises
No alarms and no surprises
No alarms and no surprises please

Such a pretty house, such a pretty garden

No alarms and no surprises (let me out of here)
No alarms and no surprises (let me out of here)
No alarms and no surprises please (let me out of here)",sad
1bSpwPhAxZwlR2enJJsv7U,No Surprises,Radiohead,229120,0.255,0.393,5,-10.654,1,0.0278,0.0577,0.00361,0.113,0.118,76.426,4,./wav_clips/No_Surprises_1.wav,"Paroles de la chanson No Surprises par Radiohead
A heart that's full up like a landfill
A job that slowly kills you
Bruises that won't heal

You look so tired and unhappy
Bring down the government
They don't, they don't speak for us
I'll take a quiet life
A handshake of carbon monoxide

No alarms and no surprises
No alarms and no surprises
No alarms and no surprises
Silent, silent

This is my final fit, my final bellyache with


No alarms and no surprises
No alarms and no surprises
No alarms and no surprises please

Such a pretty house, such a pretty garden

No alarms and no surprises (let me out of here)
No alarms and no surprises (let me out of here)
No alarms and no surprises please (let me out of here)",sad
1bSpwPhAxZwlR2enJJsv7U,No Surprises,Radiohead,229120,0.255,0.393,5,-10.654,1,0.0278,0.0577,0.00361,0.113,0.118,76.426,4,./wav_clips/No_Surprises_2.wav,"Paroles de la chanson No Surprises par Radiohead
A heart that's full up like a landfill
A job that slowly kills you
Bruises that won't heal

You look so tired and unhappy
Bring down the government
They don't, they don't speak for us
I'll take a quiet life
A handshake of carbon monoxide

No alarms and no surprises
No alarms and no surprises
No alarms and no surprises
Silent, silent

This is my final fit, my final bellyache with


No alarms and no surprises
No alarms and no surprises
No alarms and no surprises please

Such a pretty house, such a pretty garden

No alarms and no surprises (let me out of here)
No alarms and no surprises (let me out of here)
No alarms and no surprises please (let me out of here)",sad
4nsY0oW9IWBUqdoUXv1nUg,haunt me (x 3),Teen Suicide,165671,0.566,0.613,5,-10.118,1,0.0904,0.716,0.8,0.0848,0.218,110.886,4,./wav_clips/haunt_me_(x_3)_0.wav,Lyrics not found,sad
4nsY0oW9IWBUqdoUXv1nUg,haunt me (x 3),Teen Suicide,165671,0.566,0.613,5,-10.118,1,0.0904,0.716,0.8,0.0848,0.218,110.886,4,./wav_clips/haunt_me_(x_3)_1.wav,Lyrics not found,sad
4nsY0oW9IWBUqdoUXv1nUg,haunt me (x 3),Teen Suicide,165671,0.566,0.613,5,-10.118,1,0.0904,0.716,0.8,0.0848,0.218,110.886,4,./wav_clips/haunt_me_(x_3)_2.wav,Lyrics not found,sad
52Bg6oaos7twR7IUtEpqcE,Between The Bars,Elliott Smith,141280,0.522,0.074,7,-23.625,0,0.0598,0.929,0.765,0.108,0.342,135.298,3,./wav_clips/Between_The_Bars_0.wav,"Paroles de la chanson Between The Bars par Elliott Smith

Drink up baby, stay up all night
With the things you could do
You won't but you might
The potential you'll be that you'll never see
The promises you'll only make
Drink up with me now
And forget all about the pressure of days
Do what I say and I'll make you okay
And drive them away
The images stuck in your head

The people you you've been before
That you don't want around around anymore
That push and shove and won't bend to your will
I'll keep them still


Drink up baby, look at the stars
I'll kiss you again between the bars
Where I'm seeing you there with your hands in the air
Waiting to finally be caught
Drink up one more time and I'll make you mine
Keep you apart, deep in my heart
Separate from the rest, where I like you the best
And keep the things you forgot

The people you've been before
That you don't want around anymore
That push and shove and won't bend to your will
I'll keep them still",sad
52Bg6oaos7twR7IUtEpqcE,Between The Bars,Elliott Smith,141280,0.522,0.074,7,-23.625,0,0.0598,0.929,0.765,0.108,0.342,135.298,3,./wav_clips/Between_The_Bars_1.wav,"Paroles de la chanson Between The Bars par Elliott Smith

Drink up baby, stay up all night
With the things you could do
You won't but you might
The potential you'll be that you'll never see
The promises you'll only make
Drink up with me now
And forget all about the pressure of days
Do what I say and I'll make you okay
And drive them away
The images stuck in your head

The people you you've been before
That you don't want around around anymore
That push and shove and won't bend to your will
I'll keep them still


Drink up baby, look at the stars
I'll kiss you again between the bars
Where I'm seeing you there with your hands in the air
Waiting to finally be caught
Drink up one more time and I'll make you mine
Keep you apart, deep in my heart
Separate from the rest, where I like you the best
And keep the things you forgot

The people you've been before
That you don't want around anymore
That push and shove and won't bend to your will
I'll keep them still",sad
52Bg6oaos7twR7IUtEpqcE,Between The Bars,Elliott Smith,141280,0.522,0.074,7,-23.625,0,0.0598,0.929,0.765,0.108,0.342,135.298,3,./wav_clips/Between_The_Bars_2.wav,"Paroles de la chanson Between The Bars par Elliott Smith

Drink up baby, stay up all night
With the things you could do
You won't but you might
The potential you'll be that you'll never see
The promises you'll only make
Drink up with me now
And forget all about the pressure of days
Do what I say and I'll make you okay
And drive them away
The images stuck in your head

The people you you've been before
That you don't want around around anymore
That push and shove and won't bend to your will
I'll keep them still


Drink up baby, look at the stars
I'll kiss you again between the bars
Where I'm seeing you there with your hands in the air
Waiting to finally be caught
Drink up one more time and I'll make you mine
Keep you apart, deep in my heart
Separate from the rest, where I like you the best
And keep the things you forgot

The people you've been before
That you don't want around anymore
That push and shove and won't bend to your will
I'll keep them still",sad
6TWcSqCntZhH5vyc35kkob,John Wayne,Cigarettes After Sex,258483,0.441,0.465,3,-8.389,1,0.0291,0.343,0.884,0.0982,0.173,123.933,4,./wav_clips/John_Wayne_0.wav,"Paroles de la chanson John Wayne par Cigarettes After Sex
He's got so much love for her
But he doesn't know what to do
Sitting in the car
Waiting outside of school

He's in for a heartbreak if it's all been blind faith
From my point of view

CHORUS
Baby, he's got to be crazy
Living like he's John Wayne
Always facing the world and chasing the girl
Baby, he's got to be crazy

He's got so much in his heart

But he doesn't know what to do
All he wants is her
Lying inside his room

He's always feeling cheated, telling all his secrets
That I couldn't keep

Baby, he's got to be crazy
Living like he's John Wayne
Always facing the world and chasing the girl
Baby, he's got to be crazy

Baby, he's got to be crazy
Living like he's John Wayne
Always facing the world and chasing the girl
Baby, he's got to be crazy",sad
6TWcSqCntZhH5vyc35kkob,John Wayne,Cigarettes After Sex,258483,0.441,0.465,3,-8.389,1,0.0291,0.343,0.884,0.0982,0.173,123.933,4,./wav_clips/John_Wayne_1.wav,"Paroles de la chanson John Wayne par Cigarettes After Sex
He's got so much love for her
But he doesn't know what to do
Sitting in the car
Waiting outside of school

He's in for a heartbreak if it's all been blind faith
From my point of view

CHORUS
Baby, he's got to be crazy
Living like he's John Wayne
Always facing the world and chasing the girl
Baby, he's got to be crazy

He's got so much in his heart

But he doesn't know what to do
All he wants is her
Lying inside his room

He's always feeling cheated, telling all his secrets
That I couldn't keep

Baby, he's got to be crazy
Living like he's John Wayne
Always facing the world and chasing the girl
Baby, he's got to be crazy

Baby, he's got to be crazy
Living like he's John Wayne
Always facing the world and chasing the girl
Baby, he's got to be crazy",sad
6TWcSqCntZhH5vyc35kkob,John Wayne,Cigarettes After Sex,258483,0.441,0.465,3,-8.389,1,0.0291,0.343,0.884,0.0982,0.173,123.933,4,./wav_clips/John_Wayne_2.wav,"Paroles de la chanson John Wayne par Cigarettes After Sex
He's got so much love for her
But he doesn't know what to do
Sitting in the car
Waiting outside of school

He's in for a heartbreak if it's all been blind faith
From my point of view

CHORUS
Baby, he's got to be crazy
Living like he's John Wayne
Always facing the world and chasing the girl
Baby, he's got to be crazy

He's got so much in his heart

But he doesn't know what to do
All he wants is her
Lying inside his room

He's always feeling cheated, telling all his secrets
That I couldn't keep

Baby, he's got to be crazy
Living like he's John Wayne
Always facing the world and chasing the girl
Baby, he's got to be crazy

Baby, he's got to be crazy
Living like he's John Wayne
Always facing the world and chasing the girl
Baby, he's got to be crazy",sad
7jqzZyJJLrpkRFYGpkqSK6,Breathe Me,Sia,272800,0.552,0.643,0,-7.36,1,0.0327,0.0364,0.74,0.105,0.212,120.012,4,./wav_clips/Breathe_Me_0.wav,Lyrics not found,sad
7jqzZyJJLrpkRFYGpkqSK6,Breathe Me,Sia,272800,0.552,0.643,0,-7.36,1,0.0327,0.0364,0.74,0.105,0.212,120.012,4,./wav_clips/Breathe_Me_1.wav,Lyrics not found,sad
7jqzZyJJLrpkRFYGpkqSK6,Breathe Me,Sia,272800,0.552,0.643,0,-7.36,1,0.0327,0.0364,0.74,0.105,0.212,120.012,4,./wav_clips/Breathe_Me_2.wav,Lyrics not found,sad
0nO25NiPrKX64oy7lz5ZaJ,I Exist I Exist I Exist,Flatsound,314500,0.445,0.157,7,-18.2,1,0.0385,0.35,0.761,0.153,0.121,118.511,4,./wav_clips/I_Exist_I_Exist_I_Exist_0.wav,Lyrics not found,sad
0nO25NiPrKX64oy7lz5ZaJ,I Exist I Exist I Exist,Flatsound,314500,0.445,0.157,7,-18.2,1,0.0385,0.35,0.761,0.153,0.121,118.511,4,./wav_clips/I_Exist_I_Exist_I_Exist_1.wav,Lyrics not found,sad
0nO25NiPrKX64oy7lz5ZaJ,I Exist I Exist I Exist,Flatsound,314500,0.445,0.157,7,-18.2,1,0.0385,0.35,0.761,0.153,0.121,118.511,4,./wav_clips/I_Exist_I_Exist_I_Exist_2.wav,Lyrics not found,sad
73CKjW3vsUXRpy3NnX4H7F,Fake Plastic Trees,Radiohead,290706,0.463,0.229,2,-12.592,1,0.0297,0.167,0.0997,0.202,0.135,73.543,4,./wav_clips/Fake_Plastic_Trees_0.wav,"Paroles de la chanson Fake Plastic Trees par Radiohead
Her Green Plastic Wateringcan For Her Fake Chineserubberplant
In The Fake Plastic Earth
That She Bought From A Rubber Man In A Town Full Of Rubber Plans
To Get Rid Of Itself It Wears Her Out
She Lives With A Broken Man
A Cracked Polystyreneman Who Just
Crumbles And Burns
He Used To Do Surgery For Girls In The Eighties But Gravity Always
Wins And It Wears Him Out
She Looks Like The Real Thing
She Tastes Like The Real Thing
My Fake Plastic Love
But I Can't Help The Feeling

I Could Blow Through The Ceiling
If I Just Turn And Run
And It Wears Me Out
If I Could Be Who You Wanted All The Time",sad
73CKjW3vsUXRpy3NnX4H7F,Fake Plastic Trees,Radiohead,290706,0.463,0.229,2,-12.592,1,0.0297,0.167,0.0997,0.202,0.135,73.543,4,./wav_clips/Fake_Plastic_Trees_1.wav,"Paroles de la chanson Fake Plastic Trees par Radiohead
Her Green Plastic Wateringcan For Her Fake Chineserubberplant
In The Fake Plastic Earth
That She Bought From A Rubber Man In A Town Full Of Rubber Plans
To Get Rid Of Itself It Wears Her Out
She Lives With A Broken Man
A Cracked Polystyreneman Who Just
Crumbles And Burns
He Used To Do Surgery For Girls In The Eighties But Gravity Always
Wins And It Wears Him Out
She Looks Like The Real Thing
She Tastes Like The Real Thing
My Fake Plastic Love
But I Can't Help The Feeling

I Could Blow Through The Ceiling
If I Just Turn And Run
And It Wears Me Out
If I Could Be Who You Wanted All The Time",sad
