npy_path,emotion
./data_with_wav\openl3_embedding\Video_Games_0.npy,sad
./data_with_wav\openl3_embedding\Video_Games_1.npy,sad
./data_with_wav\openl3_embedding\Video_Games_2.npy,sad
./data_with_wav\openl3_embedding\golden_hour_0.npy,sad
./data_with_wav\openl3_embedding\golden_hour_1.npy,sad
./data_with_wav\openl3_embedding\golden_hour_2.npy,sad
./data_with_wav\openl3_embedding\Experience_0.npy,sad
./data_with_wav\openl3_embedding\Experience_1.npy,sad
./data_with_wav\openl3_embedding\Experience_2.npy,sad
./data_with_wav\openl3_embedding\Runaway_0.npy,sad
./data_with_wav\openl3_embedding\Runaway_1.npy,sad
./data_with_wav\openl3_embedding\Runaway_2.npy,sad
./data_with_wav\openl3_embedding\Bored_0.npy,sad
./data_with_wav\openl3_embedding\Bored_1.npy,sad
./data_with_wav\openl3_embedding\Bored_2.npy,sad
./data_with_wav\openl3_embedding\As_the_World_Caves_In_0.npy,sad
./data_with_wav\openl3_embedding\As_the_World_Caves_In_1.npy,sad
./data_with_wav\openl3_embedding\As_the_World_Caves_In_2.npy,sad
./data_with_wav\openl3_embedding\Love_You_Still_(abcdefu_romantic_version)_0.npy,sad
./data_with_wav\openl3_embedding\Love_You_Still_(abcdefu_romantic_version)_1.npy,sad
./data_with_wav\openl3_embedding\Love_You_Still_(abcdefu_romantic_version)_2.npy,sad
./data_with_wav\openl3_embedding\Easy_On_Me_0.npy,sad
./data_with_wav\openl3_embedding\Easy_On_Me_1.npy,sad
./data_with_wav\openl3_embedding\Easy_On_Me_2.npy,sad
./data_with_wav\openl3_embedding\Say_You_Won't_Let_Go_0.npy,sad
./data_with_wav\openl3_embedding\Say_You_Won't_Let_Go_1.npy,sad
./data_with_wav\openl3_embedding\Say_You_Won't_Let_Go_2.npy,sad
./data_with_wav\openl3_embedding\Before_You_Go_0.npy,sad
./data_with_wav\openl3_embedding\Before_You_Go_1.npy,sad
./data_with_wav\openl3_embedding\Before_You_Go_2.npy,sad
./data_with_wav\openl3_embedding\WITHOUT_YOU_0.npy,sad
./data_with_wav\openl3_embedding\WITHOUT_YOU_1.npy,sad
./data_with_wav\openl3_embedding\WITHOUT_YOU_2.npy,sad
./data_with_wav\openl3_embedding\1-800-273-8255_0.npy,sad
./data_with_wav\openl3_embedding\1-800-273-8255_1.npy,sad
./data_with_wav\openl3_embedding\1-800-273-8255_2.npy,sad
./data_with_wav\openl3_embedding\Sign_of_the_Times_0.npy,sad
./data_with_wav\openl3_embedding\Sign_of_the_Times_1.npy,sad
./data_with_wav\openl3_embedding\Sign_of_the_Times_2.npy,sad
./data_with_wav\openl3_embedding\How_Do_I_Say_Goodbye_0.npy,sad
./data_with_wav\openl3_embedding\How_Do_I_Say_Goodbye_1.npy,sad
./data_with_wav\openl3_embedding\How_Do_I_Say_Goodbye_2.npy,sad
./data_with_wav\openl3_embedding\Skinny_Love_0.npy,sad
./data_with_wav\openl3_embedding\Skinny_Love_1.npy,sad
./data_with_wav\openl3_embedding\Skinny_Love_2.npy,sad
./data_with_wav\openl3_embedding\Mercy_-_Acoustic_0.npy,sad
./data_with_wav\openl3_embedding\Mercy_-_Acoustic_1.npy,sad
./data_with_wav\openl3_embedding\Mercy_-_Acoustic_2.npy,sad
./data_with_wav\openl3_embedding\Sweater_Weather_0.npy,sad
./data_with_wav\openl3_embedding\Sweater_Weather_1.npy,sad
./data_with_wav\openl3_embedding\Sweater_Weather_2.npy,sad
"./data_with_wav\openl3_embedding\Read_All_About_It,_Pt._III_0.npy",sad
"./data_with_wav\openl3_embedding\Read_All_About_It,_Pt._III_1.npy",sad
"./data_with_wav\openl3_embedding\Read_All_About_It,_Pt._III_2.npy",sad
./data_with_wav\openl3_embedding\Someone_Like_You_0.npy,sad
./data_with_wav\openl3_embedding\Someone_Like_You_1.npy,sad
./data_with_wav\openl3_embedding\Someone_Like_You_2.npy,sad
./data_with_wav\openl3_embedding\You_Are_The_Reason_0.npy,sad
./data_with_wav\openl3_embedding\You_Are_The_Reason_1.npy,sad
./data_with_wav\openl3_embedding\You_Are_The_Reason_2.npy,sad
./data_with_wav\openl3_embedding\Walked_Through_Hell_0.npy,sad
./data_with_wav\openl3_embedding\Walked_Through_Hell_1.npy,sad
./data_with_wav\openl3_embedding\Walked_Through_Hell_2.npy,sad
./data_with_wav\openl3_embedding\Hold_On_0.npy,sad
./data_with_wav\openl3_embedding\Hold_On_1.npy,sad
./data_with_wav\openl3_embedding\Hold_On_2.npy,sad
./data_with_wav\openl3_embedding\River_Flows_In_You_0.npy,sad
./data_with_wav\openl3_embedding\River_Flows_In_You_1.npy,sad
./data_with_wav\openl3_embedding\River_Flows_In_You_2.npy,sad
./data_with_wav\openl3_embedding\Heatwave_0.npy,sad
./data_with_wav\openl3_embedding\Heatwave_1.npy,sad
./data_with_wav\openl3_embedding\Heatwave_2.npy,sad
./data_with_wav\openl3_embedding\Night_Trouble_0.npy,sad
./data_with_wav\openl3_embedding\Night_Trouble_1.npy,sad
./data_with_wav\openl3_embedding\Night_Trouble_2.npy,sad
./data_with_wav\openl3_embedding\Green_on_the_Leaf_0.npy,sad
./data_with_wav\openl3_embedding\Green_on_the_Leaf_1.npy,sad
./data_with_wav\openl3_embedding\Green_on_the_Leaf_2.npy,sad
./data_with_wav\openl3_embedding\Shallow_0.npy,sad
./data_with_wav\openl3_embedding\Shallow_1.npy,sad
./data_with_wav\openl3_embedding\Shallow_2.npy,sad
./data_with_wav\openl3_embedding\Cold_Wind_Blowing_0.npy,sad
./data_with_wav\openl3_embedding\Cold_Wind_Blowing_1.npy,sad
./data_with_wav\openl3_embedding\Cold_Wind_Blowing_2.npy,sad
./data_with_wav\openl3_embedding\NUMB_0.npy,sad
./data_with_wav\openl3_embedding\NUMB_1.npy,sad
./data_with_wav\openl3_embedding\NUMB_2.npy,sad
./data_with_wav\openl3_embedding\Halo_0.npy,sad
./data_with_wav\openl3_embedding\Halo_1.npy,sad
./data_with_wav\openl3_embedding\Halo_2.npy,sad
./data_with_wav\openl3_embedding\Dandelions_0.npy,sad
./data_with_wav\openl3_embedding\Dandelions_1.npy,sad
./data_with_wav\openl3_embedding\Dandelions_2.npy,sad
./data_with_wav\openl3_embedding\Paradise_0.npy,sad
./data_with_wav\openl3_embedding\Paradise_1.npy,sad
./data_with_wav\openl3_embedding\Paradise_2.npy,sad
./data_with_wav\openl3_embedding\It_Would_Erase_0.npy,sad
./data_with_wav\openl3_embedding\It_Would_Erase_1.npy,sad
./data_with_wav\openl3_embedding\It_Would_Erase_2.npy,sad
./data_with_wav\openl3_embedding\Space_Bound_0.npy,sad
./data_with_wav\openl3_embedding\Space_Bound_1.npy,sad
./data_with_wav\openl3_embedding\Space_Bound_2.npy,sad
./data_with_wav\openl3_embedding\HAPPY_0.npy,sad
./data_with_wav\openl3_embedding\HAPPY_1.npy,sad
./data_with_wav\openl3_embedding\HAPPY_2.npy,sad
./data_with_wav\openl3_embedding\Apologize_0.npy,sad
./data_with_wav\openl3_embedding\Apologize_1.npy,sad
./data_with_wav\openl3_embedding\Apologize_2.npy,sad
./data_with_wav\openl3_embedding\Unsteady_0.npy,sad
./data_with_wav\openl3_embedding\Unsteady_1.npy,sad
./data_with_wav\openl3_embedding\Unsteady_2.npy,sad
./data_with_wav\openl3_embedding\If_the_World_Was_Ending_(feat._Julia_Michaels)_0.npy,sad
./data_with_wav\openl3_embedding\If_the_World_Was_Ending_(feat._Julia_Michaels)_1.npy,sad
./data_with_wav\openl3_embedding\If_the_World_Was_Ending_(feat._Julia_Michaels)_2.npy,sad
./data_with_wav\openl3_embedding\When_I_Was_Your_Man_0.npy,sad
./data_with_wav\openl3_embedding\When_I_Was_Your_Man_1.npy,sad
./data_with_wav\openl3_embedding\When_I_Was_Your_Man_2.npy,sad
./data_with_wav\openl3_embedding\Falling_0.npy,sad
./data_with_wav\openl3_embedding\Falling_1.npy,sad
./data_with_wav\openl3_embedding\Falling_2.npy,sad
./data_with_wav\openl3_embedding\Pictures_0.npy,sad
./data_with_wav\openl3_embedding\Pictures_1.npy,sad
./data_with_wav\openl3_embedding\Pictures_2.npy,sad
./data_with_wav\openl3_embedding\good_for_me_0.npy,sad
./data_with_wav\openl3_embedding\good_for_me_1.npy,sad
./data_with_wav\openl3_embedding\good_for_me_2.npy,sad
./data_with_wav\openl3_embedding\Uncover_0.npy,sad
./data_with_wav\openl3_embedding\Uncover_1.npy,sad
./data_with_wav\openl3_embedding\Uncover_2.npy,sad
./data_with_wav\openl3_embedding\A_Thousand_Years_0.npy,sad
./data_with_wav\openl3_embedding\A_Thousand_Years_1.npy,sad
./data_with_wav\openl3_embedding\A_Thousand_Years_2.npy,sad
./data_with_wav\openl3_embedding\All_I_Want_0.npy,sad
./data_with_wav\openl3_embedding\All_I_Want_1.npy,sad
./data_with_wav\openl3_embedding\All_I_Want_2.npy,sad
./data_with_wav\openl3_embedding\In_The_Stars_0.npy,sad
./data_with_wav\openl3_embedding\In_The_Stars_1.npy,sad
./data_with_wav\openl3_embedding\In_The_Stars_2.npy,sad
./data_with_wav\openl3_embedding\Talking_to_the_Moon_0.npy,sad
./data_with_wav\openl3_embedding\Talking_to_the_Moon_1.npy,sad
./data_with_wav\openl3_embedding\Talking_to_the_Moon_2.npy,sad
./data_with_wav\openl3_embedding\Funeral_0.npy,sad
./data_with_wav\openl3_embedding\Funeral_1.npy,sad
./data_with_wav\openl3_embedding\Funeral_2.npy,sad
./data_with_wav\openl3_embedding\Fourth_of_July_0.npy,sad
./data_with_wav\openl3_embedding\Fourth_of_July_1.npy,sad
./data_with_wav\openl3_embedding\Fourth_of_July_2.npy,sad
./data_with_wav\openl3_embedding\Lost_Without_You_0.npy,sad
./data_with_wav\openl3_embedding\Lost_Without_You_1.npy,sad
./data_with_wav\openl3_embedding\Lost_Without_You_2.npy,sad
./data_with_wav\openl3_embedding\Dancing_in_the_Sky_0.npy,sad
./data_with_wav\openl3_embedding\Dancing_in_the_Sky_1.npy,sad
./data_with_wav\openl3_embedding\Dancing_in_the_Sky_2.npy,sad
./data_with_wav\openl3_embedding\Iris_0.npy,sad
./data_with_wav\openl3_embedding\Iris_1.npy,sad
./data_with_wav\openl3_embedding\Iris_2.npy,sad
./data_with_wav\openl3_embedding\Dancing_With_Your_Ghost_0.npy,sad
./data_with_wav\openl3_embedding\Dancing_With_Your_Ghost_1.npy,sad
./data_with_wav\openl3_embedding\Dancing_With_Your_Ghost_2.npy,sad
./data_with_wav\openl3_embedding\Supermarket_Flowers_0.npy,sad
./data_with_wav\openl3_embedding\Supermarket_Flowers_1.npy,sad
./data_with_wav\openl3_embedding\Supermarket_Flowers_2.npy,sad
./data_with_wav\openl3_embedding\Two_Birds_0.npy,sad
./data_with_wav\openl3_embedding\Two_Birds_1.npy,sad
./data_with_wav\openl3_embedding\Two_Birds_2.npy,sad
./data_with_wav\openl3_embedding\How_to_Save_a_Life_0.npy,sad
./data_with_wav\openl3_embedding\How_to_Save_a_Life_1.npy,sad
./data_with_wav\openl3_embedding\How_to_Save_a_Life_2.npy,sad
./data_with_wav\openl3_embedding\Godspeed_0.npy,sad
./data_with_wav\openl3_embedding\Godspeed_1.npy,sad
./data_with_wav\openl3_embedding\Godspeed_2.npy,sad
./data_with_wav\openl3_embedding\Don't_You_Worry_Child_-_Acoustic_Version_0.npy,sad
./data_with_wav\openl3_embedding\Don't_You_Worry_Child_-_Acoustic_Version_1.npy,sad
./data_with_wav\openl3_embedding\Don't_You_Worry_Child_-_Acoustic_Version_2.npy,sad
./data_with_wav\openl3_embedding\This_City_0.npy,sad
./data_with_wav\openl3_embedding\This_City_1.npy,sad
./data_with_wav\openl3_embedding\This_City_2.npy,sad
./data_with_wav\openl3_embedding\Repeat_Until_Death_0.npy,sad
./data_with_wav\openl3_embedding\Repeat_Until_Death_1.npy,sad
./data_with_wav\openl3_embedding\Repeat_Until_Death_2.npy,sad
./data_with_wav\openl3_embedding\Rescue_0.npy,sad
./data_with_wav\openl3_embedding\Rescue_1.npy,sad
./data_with_wav\openl3_embedding\Rescue_2.npy,sad
./data_with_wav\openl3_embedding\Clocks_0.npy,sad
./data_with_wav\openl3_embedding\Clocks_1.npy,sad
./data_with_wav\openl3_embedding\Clocks_2.npy,sad
./data_with_wav\openl3_embedding\Medicine_0.npy,sad
./data_with_wav\openl3_embedding\Medicine_1.npy,sad
./data_with_wav\openl3_embedding\Medicine_2.npy,sad
./data_with_wav\openl3_embedding\White_Blood_0.npy,sad
./data_with_wav\openl3_embedding\White_Blood_1.npy,sad
./data_with_wav\openl3_embedding\White_Blood_2.npy,sad
./data_with_wav\openl3_embedding\Lights_Are_On_0.npy,sad
./data_with_wav\openl3_embedding\Lights_Are_On_1.npy,sad
./data_with_wav\openl3_embedding\Lights_Are_On_2.npy,sad
./data_with_wav\openl3_embedding\Possibility_0.npy,sad
./data_with_wav\openl3_embedding\Possibility_1.npy,sad
./data_with_wav\openl3_embedding\Possibility_2.npy,sad
./data_with_wav\openl3_embedding\Miserable_Man_0.npy,sad
./data_with_wav\openl3_embedding\Miserable_Man_1.npy,sad
./data_with_wav\openl3_embedding\Miserable_Man_2.npy,sad
./data_with_wav\openl3_embedding\Take_Me_Home_0.npy,sad
./data_with_wav\openl3_embedding\Take_Me_Home_1.npy,sad
./data_with_wav\openl3_embedding\Take_Me_Home_2.npy,sad
./data_with_wav\openl3_embedding\My_Blood_0.npy,sad
./data_with_wav\openl3_embedding\My_Blood_1.npy,sad
./data_with_wav\openl3_embedding\My_Blood_2.npy,sad
./data_with_wav\openl3_embedding\People_Help_the_People_0.npy,sad
./data_with_wav\openl3_embedding\People_Help_the_People_1.npy,sad
./data_with_wav\openl3_embedding\People_Help_the_People_2.npy,sad
./data_with_wav\openl3_embedding\If_I_Would_Have_Known_0.npy,sad
./data_with_wav\openl3_embedding\If_I_Would_Have_Known_1.npy,sad
./data_with_wav\openl3_embedding\If_I_Would_Have_Known_2.npy,sad
./data_with_wav\openl3_embedding\Dancing_Queen_0.npy,happy
./data_with_wav\openl3_embedding\Dancing_Queen_1.npy,happy
./data_with_wav\openl3_embedding\Dancing_Queen_2.npy,happy
./data_with_wav\openl3_embedding\(Your_Love_Keeps_Lifting_Me)_Higher_&_Higher_0.npy,happy
./data_with_wav\openl3_embedding\(Your_Love_Keeps_Lifting_Me)_Higher_&_Higher_1.npy,happy
./data_with_wav\openl3_embedding\(Your_Love_Keeps_Lifting_Me)_Higher_&_Higher_2.npy,happy
./data_with_wav\openl3_embedding\Here_Comes_The_Sun_-_Remastered_2009_0.npy,happy
./data_with_wav\openl3_embedding\Here_Comes_The_Sun_-_Remastered_2009_1.npy,happy
./data_with_wav\openl3_embedding\Here_Comes_The_Sun_-_Remastered_2009_2.npy,happy
./data_with_wav\openl3_embedding\I'm_Into_Something_Good_0.npy,happy
./data_with_wav\openl3_embedding\I'm_Into_Something_Good_1.npy,happy
./data_with_wav\openl3_embedding\I'm_Into_Something_Good_2.npy,happy
./data_with_wav\openl3_embedding\Ain't_No_Mountain_High_Enough_0.npy,happy
./data_with_wav\openl3_embedding\Ain't_No_Mountain_High_Enough_1.npy,happy
./data_with_wav\openl3_embedding\Ain't_No_Mountain_High_Enough_2.npy,happy
./data_with_wav\openl3_embedding\Everyday_People_0.npy,happy
./data_with_wav\openl3_embedding\Everyday_People_1.npy,happy
./data_with_wav\openl3_embedding\Everyday_People_2.npy,happy
./data_with_wav\openl3_embedding\Brown_Eyed_Girl_0.npy,happy
./data_with_wav\openl3_embedding\Brown_Eyed_Girl_1.npy,happy
./data_with_wav\openl3_embedding\Brown_Eyed_Girl_2.npy,happy
./data_with_wav\openl3_embedding\My_Girl_0.npy,happy
./data_with_wav\openl3_embedding\My_Girl_1.npy,happy
./data_with_wav\openl3_embedding\My_Girl_2.npy,happy
./data_with_wav\openl3_embedding\Can't_Help_Falling_in_Love_0.npy,happy
./data_with_wav\openl3_embedding\Can't_Help_Falling_in_Love_1.npy,happy
./data_with_wav\openl3_embedding\Can't_Help_Falling_in_Love_2.npy,happy
./data_with_wav\openl3_embedding\California_Dreamin'_-_Single_Version_0.npy,happy
./data_with_wav\openl3_embedding\California_Dreamin'_-_Single_Version_1.npy,happy
./data_with_wav\openl3_embedding\California_Dreamin'_-_Single_Version_2.npy,happy
./data_with_wav\openl3_embedding\Stuck_In_The_Middle_With_You_0.npy,happy
./data_with_wav\openl3_embedding\Stuck_In_The_Middle_With_You_1.npy,happy
./data_with_wav\openl3_embedding\Stuck_In_The_Middle_With_You_2.npy,happy
./data_with_wav\openl3_embedding\Build_Me_Up_Buttercup_(Mono)_0.npy,happy
./data_with_wav\openl3_embedding\Build_Me_Up_Buttercup_(Mono)_1.npy,happy
./data_with_wav\openl3_embedding\Build_Me_Up_Buttercup_(Mono)_2.npy,happy
./data_with_wav\openl3_embedding\Mamma_Mia_0.npy,happy
./data_with_wav\openl3_embedding\Mamma_Mia_1.npy,happy
./data_with_wav\openl3_embedding\Mamma_Mia_2.npy,happy
./data_with_wav\openl3_embedding\Stand_By_Me_0.npy,happy
./data_with_wav\openl3_embedding\Stand_By_Me_1.npy,happy
./data_with_wav\openl3_embedding\Stand_By_Me_2.npy,happy
./data_with_wav\openl3_embedding\Lovely_Day_0.npy,happy
./data_with_wav\openl3_embedding\Lovely_Day_1.npy,happy
./data_with_wav\openl3_embedding\Lovely_Day_2.npy,happy
./data_with_wav\openl3_embedding\I_Want_You_Back_0.npy,happy
./data_with_wav\openl3_embedding\I_Want_You_Back_1.npy,happy
./data_with_wav\openl3_embedding\I_Want_You_Back_2.npy,happy
./data_with_wav\openl3_embedding\Twist_And_Shout_-_Remastered_2009_0.npy,happy
./data_with_wav\openl3_embedding\Twist_And_Shout_-_Remastered_2009_1.npy,happy
./data_with_wav\openl3_embedding\Twist_And_Shout_-_Remastered_2009_2.npy,happy
./data_with_wav\openl3_embedding\More_Than_A_Woman_0.npy,happy
./data_with_wav\openl3_embedding\More_Than_A_Woman_1.npy,happy
./data_with_wav\openl3_embedding\More_Than_A_Woman_2.npy,happy
"./data_with_wav\openl3_embedding\I_Can't_Help_Myself_(Sugar_Pie,_Honey_Bunch)_0.npy",happy
"./data_with_wav\openl3_embedding\I_Can't_Help_Myself_(Sugar_Pie,_Honey_Bunch)_1.npy",happy
"./data_with_wav\openl3_embedding\I_Can't_Help_Myself_(Sugar_Pie,_Honey_Bunch)_2.npy",happy
./data_with_wav\openl3_embedding\What_A_Wonderful_World_0.npy,happy
./data_with_wav\openl3_embedding\What_A_Wonderful_World_1.npy,happy
./data_with_wav\openl3_embedding\What_A_Wonderful_World_2.npy,happy
"./data_with_wav\openl3_embedding\Signed,_Sealed,_Delivered_(I'm_Yours)_0.npy",happy
"./data_with_wav\openl3_embedding\Signed,_Sealed,_Delivered_(I'm_Yours)_1.npy",happy
"./data_with_wav\openl3_embedding\Signed,_Sealed,_Delivered_(I'm_Yours)_2.npy",happy
./data_with_wav\openl3_embedding\Sweet_Caroline_0.npy,happy
./data_with_wav\openl3_embedding\Sweet_Caroline_1.npy,happy
./data_with_wav\openl3_embedding\Sweet_Caroline_2.npy,happy
"./data_with_wav\openl3_embedding\Oh,_Pretty_Woman_0.npy",happy
"./data_with_wav\openl3_embedding\Oh,_Pretty_Woman_1.npy",happy
"./data_with_wav\openl3_embedding\Oh,_Pretty_Woman_2.npy",happy
./data_with_wav\openl3_embedding\Respect_0.npy,happy
./data_with_wav\openl3_embedding\Respect_1.npy,happy
./data_with_wav\openl3_embedding\Respect_2.npy,happy
./data_with_wav\openl3_embedding\Happy_Together_0.npy,happy
./data_with_wav\openl3_embedding\Happy_Together_1.npy,happy
./data_with_wav\openl3_embedding\Happy_Together_2.npy,happy
./data_with_wav\openl3_embedding\It's_Not_Unusual_0.npy,happy
./data_with_wav\openl3_embedding\It's_Not_Unusual_1.npy,happy
./data_with_wav\openl3_embedding\It's_Not_Unusual_2.npy,happy
./data_with_wav\openl3_embedding\I'm_a_Believer_-_2006_Remaster_0.npy,happy
./data_with_wav\openl3_embedding\I'm_a_Believer_-_2006_Remaster_1.npy,happy
./data_with_wav\openl3_embedding\I'm_a_Believer_-_2006_Remaster_2.npy,happy
./data_with_wav\openl3_embedding\Brandy_(You're_a_Fine_Girl)_0.npy,happy
./data_with_wav\openl3_embedding\Brandy_(You're_a_Fine_Girl)_1.npy,happy
./data_with_wav\openl3_embedding\Brandy_(You're_a_Fine_Girl)_2.npy,happy
./data_with_wav\openl3_embedding\Dream_A_Little_Dream_Of_Me_0.npy,happy
./data_with_wav\openl3_embedding\Dream_A_Little_Dream_Of_Me_1.npy,happy
./data_with_wav\openl3_embedding\Dream_A_Little_Dream_Of_Me_2.npy,happy
./data_with_wav\openl3_embedding\Can't_Take_My_Eyes_off_You_0.npy,happy
./data_with_wav\openl3_embedding\Can't_Take_My_Eyes_off_You_1.npy,happy
./data_with_wav\openl3_embedding\Can't_Take_My_Eyes_off_You_2.npy,happy
"./data_with_wav\openl3_embedding\December,_1963_(Oh_What_a_Night!)_0.npy",happy
"./data_with_wav\openl3_embedding\December,_1963_(Oh_What_a_Night!)_1.npy",happy
"./data_with_wav\openl3_embedding\December,_1963_(Oh_What_a_Night!)_2.npy",happy
"./data_with_wav\openl3_embedding\Take_Me_Home,_Country_Roads_0.npy",happy
"./data_with_wav\openl3_embedding\Take_Me_Home,_Country_Roads_1.npy",happy
"./data_with_wav\openl3_embedding\Take_Me_Home,_Country_Roads_2.npy",happy
./data_with_wav\openl3_embedding\You_Can't_Hurry_Love_0.npy,happy
./data_with_wav\openl3_embedding\You_Can't_Hurry_Love_1.npy,happy
./data_with_wav\openl3_embedding\You_Can't_Hurry_Love_2.npy,happy
./data_with_wav\openl3_embedding\Crocodile_Rock_0.npy,happy
./data_with_wav\openl3_embedding\Crocodile_Rock_1.npy,happy
./data_with_wav\openl3_embedding\Crocodile_Rock_2.npy,happy
./data_with_wav\openl3_embedding\Dancing_in_the_Moonlight_0.npy,happy
./data_with_wav\openl3_embedding\Dancing_in_the_Moonlight_1.npy,happy
./data_with_wav\openl3_embedding\Dancing_in_the_Moonlight_2.npy,happy
./data_with_wav\openl3_embedding\I_Heard_It_Through_The_Grapevine_0.npy,happy
./data_with_wav\openl3_embedding\I_Heard_It_Through_The_Grapevine_1.npy,happy
./data_with_wav\openl3_embedding\I_Heard_It_Through_The_Grapevine_2.npy,happy
./data_with_wav\openl3_embedding\Cecilia_0.npy,happy
./data_with_wav\openl3_embedding\Cecilia_1.npy,happy
./data_with_wav\openl3_embedding\Cecilia_2.npy,happy
"./data_with_wav\openl3_embedding\Hold_On,_I'm_Comin'_0.npy",happy
"./data_with_wav\openl3_embedding\Hold_On,_I'm_Comin'_1.npy",happy
"./data_with_wav\openl3_embedding\Hold_On,_I'm_Comin'_2.npy",happy
./data_with_wav\openl3_embedding\Hooked_On_A_Feeling_0.npy,happy
./data_with_wav\openl3_embedding\Hooked_On_A_Feeling_1.npy,happy
./data_with_wav\openl3_embedding\Hooked_On_A_Feeling_2.npy,happy
./data_with_wav\openl3_embedding\You_Got_It_0.npy,happy
./data_with_wav\openl3_embedding\You_Got_It_1.npy,happy
./data_with_wav\openl3_embedding\You_Got_It_2.npy,happy
./data_with_wav\openl3_embedding\Surfin'_U.S.A._-_Remastered_2001_0.npy,happy
./data_with_wav\openl3_embedding\Surfin'_U.S.A._-_Remastered_2001_1.npy,happy
./data_with_wav\openl3_embedding\Surfin'_U.S.A._-_Remastered_2001_2.npy,happy
./data_with_wav\openl3_embedding\Lean_on_Me_0.npy,happy
./data_with_wav\openl3_embedding\Lean_on_Me_1.npy,happy
./data_with_wav\openl3_embedding\Lean_on_Me_2.npy,happy
./data_with_wav\openl3_embedding\I_Can_See_Clearly_Now_-_Edit_0.npy,happy
./data_with_wav\openl3_embedding\I_Can_See_Clearly_Now_-_Edit_1.npy,happy
./data_with_wav\openl3_embedding\I_Can_See_Clearly_Now_-_Edit_2.npy,happy
./data_with_wav\openl3_embedding\Sunny_0.npy,happy
./data_with_wav\openl3_embedding\Sunny_1.npy,happy
./data_with_wav\openl3_embedding\Sunny_2.npy,happy
./data_with_wav\openl3_embedding\Don't_Worry_Be_Happy_0.npy,happy
./data_with_wav\openl3_embedding\Don't_Worry_Be_Happy_1.npy,happy
./data_with_wav\openl3_embedding\Don't_Worry_Be_Happy_2.npy,happy
./data_with_wav\openl3_embedding\Runaround_Sue_0.npy,happy
./data_with_wav\openl3_embedding\Runaround_Sue_1.npy,happy
./data_with_wav\openl3_embedding\Runaround_Sue_2.npy,happy
./data_with_wav\openl3_embedding\Be_My_Baby_0.npy,happy
./data_with_wav\openl3_embedding\Be_My_Baby_1.npy,happy
./data_with_wav\openl3_embedding\Be_My_Baby_2.npy,happy
./data_with_wav\openl3_embedding\Baby_Love_0.npy,happy
./data_with_wav\openl3_embedding\Baby_Love_1.npy,happy
./data_with_wav\openl3_embedding\Baby_Love_2.npy,happy
./data_with_wav\openl3_embedding\Levitating_(feat._DaBaby)_0.npy,happy
./data_with_wav\openl3_embedding\Levitating_(feat._DaBaby)_1.npy,happy
./data_with_wav\openl3_embedding\Levitating_(feat._DaBaby)_2.npy,happy
./data_with_wav\openl3_embedding\About_Damn_Time_0.npy,happy
./data_with_wav\openl3_embedding\About_Damn_Time_1.npy,happy
./data_with_wav\openl3_embedding\About_Damn_Time_2.npy,happy
./data_with_wav\openl3_embedding\Sunroof_0.npy,happy
./data_with_wav\openl3_embedding\Sunroof_1.npy,happy
./data_with_wav\openl3_embedding\Sunroof_2.npy,happy
./data_with_wav\openl3_embedding\Cheap_Thrills_0.npy,happy
./data_with_wav\openl3_embedding\Cheap_Thrills_1.npy,happy
./data_with_wav\openl3_embedding\Cheap_Thrills_2.npy,happy
./data_with_wav\openl3_embedding\Good_Time_0.npy,happy
./data_with_wav\openl3_embedding\Good_Time_1.npy,happy
./data_with_wav\openl3_embedding\Good_Time_2.npy,happy
./data_with_wav\openl3_embedding\As_It_Was_0.npy,happy
./data_with_wav\openl3_embedding\As_It_Was_1.npy,happy
./data_with_wav\openl3_embedding\As_It_Was_2.npy,happy
./data_with_wav\openl3_embedding\I_Ain't_Worried_0.npy,happy
./data_with_wav\openl3_embedding\I_Ain't_Worried_1.npy,happy
./data_with_wav\openl3_embedding\I_Ain't_Worried_2.npy,happy
./data_with_wav\openl3_embedding\Marry_You_0.npy,happy
./data_with_wav\openl3_embedding\Marry_You_1.npy,happy
./data_with_wav\openl3_embedding\Marry_You_2.npy,happy
./data_with_wav\openl3_embedding\Shape_of_You_0.npy,happy
./data_with_wav\openl3_embedding\Shape_of_You_1.npy,happy
./data_with_wav\openl3_embedding\Shape_of_You_2.npy,happy
"./data_with_wav\openl3_embedding\Hey,_Soul_Sister_0.npy",happy
"./data_with_wav\openl3_embedding\Hey,_Soul_Sister_1.npy",happy
"./data_with_wav\openl3_embedding\Hey,_Soul_Sister_2.npy",happy
./data_with_wav\openl3_embedding\Unwritten_0.npy,happy
./data_with_wav\openl3_embedding\Unwritten_1.npy,happy
./data_with_wav\openl3_embedding\Unwritten_2.npy,happy
./data_with_wav\openl3_embedding\Cupid_-_Twin_Ver._0.npy,happy
./data_with_wav\openl3_embedding\Cupid_-_Twin_Ver._1.npy,happy
./data_with_wav\openl3_embedding\Cupid_-_Twin_Ver._2.npy,happy
./data_with_wav\openl3_embedding\Rockabye_(feat._Sean_Paul_&_Anne-Marie)_0.npy,happy
./data_with_wav\openl3_embedding\Rockabye_(feat._Sean_Paul_&_Anne-Marie)_1.npy,happy
./data_with_wav\openl3_embedding\Rockabye_(feat._Sean_Paul_&_Anne-Marie)_2.npy,happy
./data_with_wav\openl3_embedding\Dance_The_Night_-_From_Barbie_The_Album_0.npy,happy
